variable,scaler,regressor__hidden_layer_sizes,regressor__activation,regressor__solver,regressor__learning_rate_init,regressor__alpha,regressor__batch_size,score,std
wind_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-2.58734356,0.4340042
wind_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-2.62582579,0.35166988
wind_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-2.55239023,0.3935856
wind_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-2.6583581,0.41206056
wind_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-2.47672119,0.3924339
wind_max,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-2.5885974,0.32588028
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-2.75329827,0.45294995
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-2.75573571,0.40669001
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-2.59326023,0.38252205
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-2.78644124,0.40924087
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-2.5118182,0.3936491
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-2.56456842,0.34726371
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-2.52411979,0.48731801
wind_max,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-2.55390837,0.34409699
wind_med,None,"(10,)",relu,adam,0.001,0.0001,auto,-2.13403262,0.40371841
wind_med,None,"(10,)",relu,adam,0.001,0.0001,32,-2.15145759,0.44025977
wind_med,None,"(10,)",relu,adam,0.001,0.001,auto,-2.09663719,0.40524136
wind_med,None,"(10,)",relu,adam,0.001,0.001,32,-2.15702573,0.4080252
wind_med,None,"(10,)",relu,adam,0.01,0.0001,auto,-2.13408921,0.41214996
wind_med,None,"(10,)",relu,adam,0.01,0.0001,32,-2.15043466,0.40725308
wind_med,None,"(10,)",relu,adam,0.01,0.001,auto,-2.09936319,0.4064339
wind_med,None,"(10,)",relu,adam,0.01,0.001,32,-2.11572358,0.37921172
wind_med,None,"(10,)",tanh,adam,0.001,0.0001,auto,-2.14401099,0.40872434
wind_med,None,"(10,)",tanh,adam,0.001,0.0001,32,-2.11352082,0.38203773
wind_med,None,"(10,)",tanh,adam,0.001,0.001,auto,-2.1592664,0.42447692
wind_med,None,"(10,)",tanh,adam,0.001,0.001,32,-2.17755111,0.37588114
wind_med,None,"(10,)",tanh,adam,0.01,0.0001,auto,-2.09677914,0.42135962
wind_med,None,"(10,)",tanh,adam,0.01,0.0001,32,-2.17093999,0.40567216
wind_med,None,"(10,)",tanh,adam,0.01,0.001,auto,-2.12167869,0.44583595
wind_med,None,"(10,)",tanh,adam,0.01,0.001,32,-2.13985024,0.39642391
wind_med,None,"(10,)",logistic,adam,0.001,0.0001,auto,-2.13392485,0.46481542
wind_med,None,"(10,)",logistic,adam,0.001,0.0001,32,-2.22251603,0.37258183
wind_med,None,"(10,)",logistic,adam,0.001,0.001,auto,-2.18782962,0.46329204
wind_med,None,"(10,)",logistic,adam,0.001,0.001,32,-2.33562699,0.41739204
wind_med,None,"(10,)",logistic,adam,0.01,0.0001,auto,-2.15473849,0.42363686
wind_med,None,"(10,)",logistic,adam,0.01,0.0001,32,-2.22739659,0.36946764
wind_med,None,"(10,)",logistic,adam,0.01,0.001,auto,-2.18680731,0.41694451
wind_med,None,"(10,)",logistic,adam,0.01,0.001,32,-2.35671282,0.36783384
wind_med,StandardScaler,"(10,)",relu,adam,0.001,0.0001,auto,-2.1285351,0.46466872
wind_med,StandardScaler,"(10,)",relu,adam,0.001,0.0001,32,-2.21638078,0.41749554
wind_med,StandardScaler,"(10,)",relu,adam,0.001,0.001,auto,-2.17995036,0.45062875
wind_med,StandardScaler,"(10,)",relu,adam,0.001,0.001,32,-2.3396833,0.40865158
wind_med,StandardScaler,"(10,)",relu,adam,0.01,0.0001,auto,-2.12838549,0.44531484
wind_med,StandardScaler,"(10,)",relu,adam,0.01,0.0001,32,-2.2249771,0.43152845
wind_med,StandardScaler,"(10,)",relu,adam,0.01,0.001,auto,-2.22355225,0.46227286
wind_med,StandardScaler,"(10,)",relu,adam,0.01,0.001,32,-2.39282855,0.40503084
wind_med,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,auto,-2.0874948,0.45334209
wind_med,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,32,-2.11283211,0.40077365
wind_med,StandardScaler,"(10,)",tanh,adam,0.001,0.001,auto,-2.10486496,0.45285893
wind_med,StandardScaler,"(10,)",tanh,adam,0.001,0.001,32,-2.15511971,0.41776881
wind_med,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,auto,-2.07212695,0.44993689
wind_med,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,32,-2.09583243,0.39782996
wind_med,StandardScaler,"(10,)",tanh,adam,0.01,0.001,auto,-2.1169371,0.4256151
wind_med,StandardScaler,"(10,)",tanh,adam,0.01,0.001,32,-2.14164817,0.39407101
wind_med,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,auto,-2.07694827,0.45609548
wind_med,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,32,-2.11881434,0.38202139
wind_med,StandardScaler,"(10,)",logistic,adam,0.001,0.001,auto,-2.12476611,0.44925056
wind_med,StandardScaler,"(10,)",logistic,adam,0.001,0.001,32,-2.14668932,0.40427354
wind_med,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,auto,-2.06319242,0.44715976
wind_med,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,32,-2.10951576,0.40295716
wind_med,StandardScaler,"(10,)",logistic,adam,0.01,0.001,auto,-2.15471422,0.47665016
wind_med,StandardScaler,"(10,)",logistic,adam,0.01,0.001,32,-2.15544835,0.39660773
wind_med,None,"(100,)",relu,adam,0.001,0.0001,auto,-2.09130918,0.38907928
wind_med,None,"(100,)",relu,adam,0.001,0.0001,32,-2.11237298,0.36028469
wind_med,None,"(100,)",relu,adam,0.001,0.001,auto,-2.1130655,0.40136831
wind_med,None,"(100,)",relu,adam,0.001,0.001,32,-2.17804246,0.37073228
wind_med,None,"(100,)",relu,adam,0.01,0.0001,auto,-2.14492019,0.41308357
wind_med,None,"(100,)",relu,adam,0.01,0.0001,32,-2.19124433,0.4123399
wind_med,None,"(100,)",relu,adam,0.01,0.001,auto,-2.1075244,0.45746724
wind_med,None,"(100,)",relu,adam,0.01,0.001,32,-2.1489843,0.37321861
wind_med,None,"(100,)",tanh,adam,0.001,0.0001,auto,-2.12444412,0.4198649
wind_med,None,"(100,)",tanh,adam,0.001,0.0001,32,-2.13488722,0.39033882
wind_med,None,"(100,)",tanh,adam,0.001,0.001,auto,-2.10227075,0.37231052
wind_med,None,"(100,)",tanh,adam,0.001,0.001,32,-2.18846744,0.42450654
wind_med,None,"(100,)",tanh,adam,0.01,0.0001,auto,-2.12196184,0.41503407
wind_med,None,"(100,)",tanh,adam,0.01,0.0001,32,-2.17496452,0.42630411
wind_med,None,"(100,)",tanh,adam,0.01,0.001,auto,-2.11418396,0.41454372
wind_med,None,"(100,)",tanh,adam,0.01,0.001,32,-2.13110852,0.41977427
wind_med,None,"(100,)",logistic,adam,0.001,0.0001,auto,-2.20583064,0.45041665
wind_med,None,"(100,)",logistic,adam,0.001,0.0001,32,-2.24552213,0.43136971
wind_med,None,"(100,)",logistic,adam,0.001,0.001,auto,-2.37465805,0.47768867
wind_med,None,"(100,)",logistic,adam,0.001,0.001,32,-2.40140928,0.42336925
wind_med,None,"(100,)",logistic,adam,0.01,0.0001,auto,-2.22443547,0.42420792
wind_med,None,"(100,)",logistic,adam,0.01,0.0001,32,-2.2851053,0.37593846
wind_med,None,"(100,)",logistic,adam,0.01,0.001,auto,-2.32128463,0.44577631
wind_med,None,"(100,)",logistic,adam,0.01,0.001,32,-2.36430314,0.3702631
wind_med,StandardScaler,"(100,)",relu,adam,0.001,0.0001,auto,-2.2430208,0.43080064
wind_med,StandardScaler,"(100,)",relu,adam,0.001,0.0001,32,-2.24710356,0.39431475
wind_med,StandardScaler,"(100,)",relu,adam,0.001,0.001,auto,-2.36435681,0.43802176
wind_med,StandardScaler,"(100,)",relu,adam,0.001,0.001,32,-2.34747643,0.43004374
wind_med,StandardScaler,"(100,)",relu,adam,0.01,0.0001,auto,-2.24078223,0.46859209
wind_med,StandardScaler,"(100,)",relu,adam,0.01,0.0001,32,-2.27016212,0.4324268
wind_med,StandardScaler,"(100,)",relu,adam,0.01,0.001,auto,-2.32262117,0.37501916
wind_med,StandardScaler,"(100,)",relu,adam,0.01,0.001,32,-2.39642399,0.39082251
wind_med,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,auto,-2.06155884,0.42682804
wind_med,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,32,-2.11854555,0.40251044
wind_med,StandardScaler,"(100,)",tanh,adam,0.001,0.001,auto,-2.13521351,0.43472284
wind_med,StandardScaler,"(100,)",tanh,adam,0.001,0.001,32,-2.16871394,0.40704118
wind_med,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,auto,-2.11525838,0.42006315
wind_med,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,32,-2.14499977,0.41251064
wind_med,StandardScaler,"(100,)",tanh,adam,0.01,0.001,auto,-2.17162642,0.38839007
wind_med,StandardScaler,"(100,)",tanh,adam,0.01,0.001,32,-2.24851478,0.36801765
wind_med,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,auto,-2.13921884,0.40420611
wind_med,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,32,-2.14599515,0.38184757
wind_med,StandardScaler,"(100,)",logistic,adam,0.001,0.001,auto,-2.14457988,0.42722318
wind_med,StandardScaler,"(100,)",logistic,adam,0.001,0.001,32,-2.15130379,0.41747053
wind_med,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,auto,-2.11804436,0.44500947
wind_med,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,32,-2.15324767,0.40440766
wind_med,StandardScaler,"(100,)",logistic,adam,0.01,0.001,auto,-2.15915638,0.42042747
wind_med,StandardScaler,"(100,)",logistic,adam,0.01,0.001,32,-2.18846936,0.41043797
wind_med,None,"(30, 10)",relu,adam,0.001,0.0001,auto,-2.12324545,0.39150706
wind_med,None,"(30, 10)",relu,adam,0.001,0.0001,32,-2.15513237,0.41709326
wind_med,None,"(30, 10)",relu,adam,0.001,0.001,auto,-2.15253664,0.43836238
wind_med,None,"(30, 10)",relu,adam,0.001,0.001,32,-2.11930017,0.35189439
wind_med,None,"(30, 10)",relu,adam,0.01,0.0001,auto,-2.15009708,0.40775191
wind_med,None,"(30, 10)",relu,adam,0.01,0.0001,32,-2.16703571,0.4085646
wind_med,None,"(30, 10)",relu,adam,0.01,0.001,auto,-2.12913043,0.39196042
wind_med,None,"(30, 10)",relu,adam,0.01,0.001,32,-2.17205264,0.41629427
wind_med,None,"(30, 10)",tanh,adam,0.001,0.0001,auto,-2.10680855,0.4088923
wind_med,None,"(30, 10)",tanh,adam,0.001,0.0001,32,-2.16528771,0.39504477
wind_med,None,"(30, 10)",tanh,adam,0.001,0.001,auto,-2.15005533,0.39802052
wind_med,None,"(30, 10)",tanh,adam,0.001,0.001,32,-2.17000855,0.42503874
wind_med,None,"(30, 10)",tanh,adam,0.01,0.0001,auto,-2.09956034,0.42111005
wind_med,None,"(30, 10)",tanh,adam,0.01,0.0001,32,-2.15250138,0.41815159
wind_med,None,"(30, 10)",tanh,adam,0.01,0.001,auto,-2.11904703,0.41694668
wind_med,None,"(30, 10)",tanh,adam,0.01,0.001,32,-2.17117864,0.4210686
wind_med,None,"(30, 10)",logistic,adam,0.001,0.0001,auto,-2.31780249,0.46317659
wind_med,None,"(30, 10)",logistic,adam,0.001,0.0001,32,-2.4289496,0.36967686
wind_med,None,"(30, 10)",logistic,adam,0.001,0.001,auto,-2.26054678,0.47481808
wind_med,None,"(30, 10)",logistic,adam,0.001,0.001,32,-2.39949112,0.3692473
wind_med,None,"(30, 10)",logistic,adam,0.01,0.0001,auto,-2.29611098,0.45215371
wind_med,None,"(30, 10)",logistic,adam,0.01,0.0001,32,-2.29911603,0.39347046
wind_med,None,"(30, 10)",logistic,adam,0.01,0.001,auto,-2.19568941,0.50640998
wind_med,None,"(30, 10)",logistic,adam,0.01,0.001,32,-2.31939205,0.36245572
wind_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,auto,-2.3305851,0.45050368
wind_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,32,-2.42866102,0.433217
wind_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,auto,-2.32027688,0.42287304
wind_med,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,32,-2.41060318,0.34880024
wind_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,auto,-2.24505438,0.44485549
wind_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,32,-2.36699291,0.42867466
wind_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,auto,-2.20231041,0.4055661
wind_med,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,32,-2.38083081,0.3343714
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,auto,-2.10241532,0.42750103
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,32,-2.16766254,0.3900058
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,auto,-2.12942526,0.42408074
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,32,-2.22747434,0.40846864
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,auto,-2.08187471,0.42069105
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,32,-2.16963713,0.41086679
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,auto,-2.13839014,0.42671089
wind_med,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,32,-2.16446165,0.41382108
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,auto,-2.11573857,0.42801454
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,32,-2.17108241,0.40393317
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,auto,-2.1805158,0.4438984
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,32,-2.17864002,0.4150937
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,auto,-2.07094698,0.40851014
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,32,-2.16144226,0.40292931
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,auto,-2.11787777,0.45310103
wind_med,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,32,-2.19412179,0.39210914
wind_med,None,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-2.12967817,0.42057189
wind_med,None,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-2.13179319,0.40926653
wind_med,None,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-2.17620656,0.42607039
wind_med,None,"(100, 50, 10)",relu,adam,0.001,0.001,32,-2.19395451,0.41631628
wind_med,None,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-2.18460014,0.4511418
wind_med,None,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-2.18195692,0.39573287
wind_med,None,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-2.16737813,0.43451146
wind_med,None,"(100, 50, 10)",relu,adam,0.01,0.001,32,-2.15229047,0.42650303
wind_med,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-2.15779101,0.43104463
wind_med,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-2.23991458,0.34068518
wind_med,None,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-2.19259466,0.4478552
wind_med,None,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-2.23704027,0.43448454
wind_med,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-2.1542866,0.40061512
wind_med,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-2.20261107,0.42679698
wind_med,None,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-2.14195963,0.37199303
wind_med,None,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-2.16246261,0.40997931
wind_med,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-2.51382751,0.55107882
wind_med,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-2.53972508,0.43180841
wind_med,None,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-2.28205289,0.47217427
wind_med,None,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-2.25712967,0.37397997
wind_med,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-2.26788588,0.42767721
wind_med,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-2.41007008,0.43176667
wind_med,None,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-2.1789482,0.46484127
wind_med,None,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-2.28368189,0.47247658
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-2.44668447,0.47468629
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-2.52676077,0.42550258
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-2.23739125,0.40717392
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,32,-2.34252102,0.35560032
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-2.34337628,0.47402746
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-2.35613888,0.44331518
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-2.15663207,0.48863278
wind_med,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,32,-2.22934039,0.4207403
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-2.31130475,0.48485415
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-2.3603948,0.45047393
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-2.21866272,0.47245355
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-2.27589825,0.39085057
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-2.15945237,0.4251419
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-2.22275121,0.43278341
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-2.15804347,0.40515476
wind_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-2.19798566,0.39760578
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-2.28629988,0.42272661
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-2.34522884,0.42830708
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-2.29319892,0.33999385
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-2.29726015,0.43316364
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-2.16892575,0.4377206
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-2.23361332,0.41932225
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-2.17862598,0.38888982
wind_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-2.2260578,0.4046878
shww_max,None,"(10,)",relu,adam,0.001,0.0001,auto,-0.92991442,0.37928839
shww_max,None,"(10,)",relu,adam,0.001,0.0001,32,-0.95748314,0.37373465
shww_max,None,"(10,)",relu,adam,0.001,0.001,auto,-0.94016222,0.38422937
shww_max,None,"(10,)",relu,adam,0.001,0.001,32,-0.97071096,0.37526656
shww_max,None,"(10,)",relu,adam,0.01,0.0001,auto,-0.9175756,0.36743017
shww_max,None,"(10,)",relu,adam,0.01,0.0001,32,-0.9572039,0.37417535
shww_max,None,"(10,)",relu,adam,0.01,0.001,auto,-0.91834558,0.38176887
shww_max,None,"(10,)",relu,adam,0.01,0.001,32,-0.96680523,0.39257369
shww_max,None,"(10,)",tanh,adam,0.001,0.0001,auto,-0.95168982,0.38093609
shww_max,None,"(10,)",tanh,adam,0.001,0.0001,32,-0.96349318,0.34947874
shww_max,None,"(10,)",tanh,adam,0.001,0.001,auto,-0.94167082,0.36605502
shww_max,None,"(10,)",tanh,adam,0.001,0.001,32,-0.99376178,0.3828425
shww_max,None,"(10,)",tanh,adam,0.01,0.0001,auto,-0.92164409,0.38523733
shww_max,None,"(10,)",tanh,adam,0.01,0.0001,32,-0.95880333,0.35344182
shww_max,None,"(10,)",tanh,adam,0.01,0.001,auto,-0.90412131,0.35766978
shww_max,None,"(10,)",tanh,adam,0.01,0.001,32,-0.97083358,0.38674225
shww_max,None,"(10,)",logistic,adam,0.001,0.0001,auto,-0.99945361,0.39630856
shww_max,None,"(10,)",logistic,adam,0.001,0.0001,32,-1.02649272,0.37763141
shww_max,None,"(10,)",logistic,adam,0.001,0.001,auto,-0.99822844,0.39369115
shww_max,None,"(10,)",logistic,adam,0.001,0.001,32,-1.1066599,0.38188527
shww_max,None,"(10,)",logistic,adam,0.01,0.0001,auto,-0.97795521,0.39448019
shww_max,None,"(10,)",logistic,adam,0.01,0.0001,32,-1.02420316,0.39041547
shww_max,None,"(10,)",logistic,adam,0.01,0.001,auto,-1.02770137,0.38450239
shww_max,None,"(10,)",logistic,adam,0.01,0.001,32,-1.06991446,0.33168289
shww_max,StandardScaler,"(10,)",relu,adam,0.001,0.0001,auto,-0.96765003,0.38442449
shww_max,StandardScaler,"(10,)",relu,adam,0.001,0.0001,32,-1.03934178,0.37333737
shww_max,StandardScaler,"(10,)",relu,adam,0.001,0.001,auto,-1.03530886,0.38987017
shww_max,StandardScaler,"(10,)",relu,adam,0.001,0.001,32,-1.09531277,0.38918786
shww_max,StandardScaler,"(10,)",relu,adam,0.01,0.0001,auto,-0.96375958,0.37406402
shww_max,StandardScaler,"(10,)",relu,adam,0.01,0.0001,32,-1.00814455,0.36317311
shww_max,StandardScaler,"(10,)",relu,adam,0.01,0.001,auto,-1.0118873,0.40467166
shww_max,StandardScaler,"(10,)",relu,adam,0.01,0.001,32,-1.09414724,0.35688655
shww_max,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,auto,-0.93915488,0.37662174
shww_max,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,32,-0.96728712,0.36764195
shww_max,StandardScaler,"(10,)",tanh,adam,0.001,0.001,auto,-0.95540406,0.39356426
shww_max,StandardScaler,"(10,)",tanh,adam,0.001,0.001,32,-1.01402069,0.36120308
shww_max,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,auto,-0.91451193,0.38292528
shww_max,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,32,-0.96523126,0.38379988
shww_max,StandardScaler,"(10,)",tanh,adam,0.01,0.001,auto,-0.96716097,0.38249795
shww_max,StandardScaler,"(10,)",tanh,adam,0.01,0.001,32,-1.00589334,0.37379399
shww_max,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,auto,-0.9306059,0.38017082
shww_max,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,32,-0.95680703,0.35807295
shww_max,StandardScaler,"(10,)",logistic,adam,0.001,0.001,auto,-0.94900636,0.39763344
shww_max,StandardScaler,"(10,)",logistic,adam,0.001,0.001,32,-1.00411908,0.363366
shww_max,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,auto,-0.92714381,0.39023824
shww_max,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,32,-0.95764427,0.3586235
shww_max,StandardScaler,"(10,)",logistic,adam,0.01,0.001,auto,-0.95598247,0.40822595
shww_max,StandardScaler,"(10,)",logistic,adam,0.01,0.001,32,-1.03594303,0.37550471
shww_max,None,"(100,)",relu,adam,0.001,0.0001,auto,-0.93745064,0.36795836
shww_max,None,"(100,)",relu,adam,0.001,0.0001,32,-0.96585327,0.36435828
shww_max,None,"(100,)",relu,adam,0.001,0.001,auto,-0.96560795,0.35643418
shww_max,None,"(100,)",relu,adam,0.001,0.001,32,-0.98071344,0.38527912
shww_max,None,"(100,)",relu,adam,0.01,0.0001,auto,-0.95979935,0.40467215
shww_max,None,"(100,)",relu,adam,0.01,0.0001,32,-0.99394952,0.35682531
shww_max,None,"(100,)",relu,adam,0.01,0.001,auto,-0.9357267,0.36645775
shww_max,None,"(100,)",relu,adam,0.01,0.001,32,-0.97730369,0.33717027
shww_max,None,"(100,)",tanh,adam,0.001,0.0001,auto,-0.94216028,0.39015391
shww_max,None,"(100,)",tanh,adam,0.001,0.0001,32,-0.97369435,0.3824767
shww_max,None,"(100,)",tanh,adam,0.001,0.001,auto,-0.96617901,0.37365164
shww_max,None,"(100,)",tanh,adam,0.001,0.001,32,-0.97882153,0.3469071
shww_max,None,"(100,)",tanh,adam,0.01,0.0001,auto,-0.95035354,0.37944031
shww_max,None,"(100,)",tanh,adam,0.01,0.0001,32,-0.97786777,0.36389623
shww_max,None,"(100,)",tanh,adam,0.01,0.001,auto,-0.94568909,0.38744578
shww_max,None,"(100,)",tanh,adam,0.01,0.001,32,-0.99260659,0.39647936
shww_max,None,"(100,)",logistic,adam,0.001,0.0001,auto,-1.02235293,0.41675677
shww_max,None,"(100,)",logistic,adam,0.001,0.0001,32,-1.04721921,0.37463827
shww_max,None,"(100,)",logistic,adam,0.001,0.001,auto,-1.06378932,0.3975134
shww_max,None,"(100,)",logistic,adam,0.001,0.001,32,-1.05970233,0.35166593
shww_max,None,"(100,)",logistic,adam,0.01,0.0001,auto,-1.03739395,0.39014508
shww_max,None,"(100,)",logistic,adam,0.01,0.0001,32,-1.02468726,0.36531141
shww_max,None,"(100,)",logistic,adam,0.01,0.001,auto,-1.07565506,0.35908864
shww_max,None,"(100,)",logistic,adam,0.01,0.001,32,-1.05401948,0.34773331
shww_max,StandardScaler,"(100,)",relu,adam,0.001,0.0001,auto,-1.05104809,0.43732818
shww_max,StandardScaler,"(100,)",relu,adam,0.001,0.0001,32,-1.02324975,0.3738699
shww_max,StandardScaler,"(100,)",relu,adam,0.001,0.001,auto,-1.07193903,0.38007769
shww_max,StandardScaler,"(100,)",relu,adam,0.001,0.001,32,-1.03733909,0.38377558
shww_max,StandardScaler,"(100,)",relu,adam,0.01,0.0001,auto,-1.0177901,0.3996422
shww_max,StandardScaler,"(100,)",relu,adam,0.01,0.0001,32,-1.03256708,0.40635449
shww_max,StandardScaler,"(100,)",relu,adam,0.01,0.001,auto,-1.06666378,0.37149954
shww_max,StandardScaler,"(100,)",relu,adam,0.01,0.001,32,-1.07741816,0.36719162
shww_max,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,auto,-0.96460368,0.42387927
shww_max,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,32,-0.94994614,0.38702247
shww_max,StandardScaler,"(100,)",tanh,adam,0.001,0.001,auto,-0.99111474,0.4264628
shww_max,StandardScaler,"(100,)",tanh,adam,0.001,0.001,32,-1.00309857,0.37874047
shww_max,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,auto,-0.96353968,0.4212951
shww_max,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,32,-0.96933014,0.38375061
