variable,scaler,regressor__hidden_layer_sizes,regressor__activation,regressor__solver,regressor__learning_rate_init,regressor__alpha,regressor__batch_size,score,std
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,auto,-0.1068013,0.04137191
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,32,-0.10733645,0.03558514
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.001,0.001,auto,-0.12132175,0.03105718
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.001,0.001,32,-0.11480714,0.03455141
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,auto,-0.11085704,0.03549833
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,32,-0.11613553,0.03532971
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.01,0.001,auto,-0.10998749,0.03546788
mdts_cos,StandardScaler,"(100,)",tanh,adam,0.01,0.001,32,-0.11146899,0.03524246
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,auto,-0.10384364,0.0380834
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,32,-0.10768112,0.03457805
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.001,0.001,auto,-0.10643693,0.03513172
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.001,0.001,32,-0.1107784,0.03364033
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,auto,-0.1058348,0.03999749
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,32,-0.10612369,0.03529558
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.01,0.001,auto,-0.10519008,0.03820619
mdts_cos,StandardScaler,"(100,)",logistic,adam,0.01,0.001,32,-0.10400429,0.03815853
mdts_cos,None,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.13205679,0.04190429
mdts_cos,None,"(30, 10)",relu,adam,0.001,0.0001,32,-0.13126309,0.02913948
mdts_cos,None,"(30, 10)",relu,adam,0.001,0.001,auto,-0.11915851,0.03795844
mdts_cos,None,"(30, 10)",relu,adam,0.001,0.001,32,-0.12542473,0.0488536
mdts_cos,None,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.12103112,0.03568077
mdts_cos,None,"(30, 10)",relu,adam,0.01,0.0001,32,-0.12429644,0.03604171
mdts_cos,None,"(30, 10)",relu,adam,0.01,0.001,auto,-0.10453106,0.04021447
mdts_cos,None,"(30, 10)",relu,adam,0.01,0.001,32,-0.10421758,0.04350831
mdts_cos,None,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.12819907,0.03645359
mdts_cos,None,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.1309126,0.03340632
mdts_cos,None,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.11936403,0.032482
mdts_cos,None,"(30, 10)",tanh,adam,0.001,0.001,32,-0.12142059,0.03511843
mdts_cos,None,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.11178612,0.03771991
mdts_cos,None,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.1175342,0.03860984
mdts_cos,None,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.1020869,0.03821951
mdts_cos,None,"(30, 10)",tanh,adam,0.01,0.001,32,-0.10164852,0.04149516
mdts_cos,None,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.12045935,0.03881952
mdts_cos,None,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.13176366,0.03405234
mdts_cos,None,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.11449137,0.03883266
mdts_cos,None,"(30, 10)",logistic,adam,0.001,0.001,32,-0.12499683,0.03056686
mdts_cos,None,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.11590027,0.03706082
mdts_cos,None,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.12088966,0.03749243
mdts_cos,None,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.10909803,0.03913305
mdts_cos,None,"(30, 10)",logistic,adam,0.01,0.001,32,-0.11407075,0.03306277
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.11783034,0.03590461
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,32,-0.12708469,0.03286566
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,auto,-0.11919482,0.03561828
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,32,-0.12431667,0.03231188
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.1124901,0.03454743
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,32,-0.11765247,0.03389865
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,auto,-0.10201061,0.03978382
mdts_cos,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,32,-0.10598527,0.03960861
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.10558734,0.03733783
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.11195198,0.03377391
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.10713207,0.04056282
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,32,-0.11391447,0.03607739
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.10729893,0.03583191
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.10484383,0.03741704
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.10490636,0.04266802
mdts_cos,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,32,-0.10723931,0.04194687
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.10271565,0.03932205
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.10731741,0.03760246
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.10676423,0.03859073
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,32,-0.11255934,0.03547188
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.10297944,0.03966843
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.104039,0.037283
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.0967901,0.04043984
mdts_cos,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,32,-0.09945264,0.04078246
mdts_cos,None,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.13363659,0.02865395
mdts_cos,None,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.14229734,0.04022752
mdts_cos,None,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.1146688,0.04011813
mdts_cos,None,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.11910623,0.03278267
mdts_cos,None,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.11602191,0.03943255
mdts_cos,None,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.11938583,0.03181068
mdts_cos,None,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.10656823,0.03853109
mdts_cos,None,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.10691299,0.04052698
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.13018404,0.03181648
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.1434768,0.03315802
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.11216933,0.03740462
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.11575812,0.04249089
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.11018536,0.03698494
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.1150539,0.03254894
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.09896665,0.04194598
mdts_cos,None,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.09809106,0.03873167
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.13653896,0.03757854
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.13882183,0.03545749
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.12126616,0.03634961
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.13006249,0.03930437
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.12010402,0.03633035
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.1176322,0.03420118
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.10588043,0.04228779
mdts_cos,None,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.11208972,0.0448859
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.14442457,0.03452755
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.13461479,0.03333356
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.12199257,0.03442018
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.12047412,0.0384007
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.11800194,0.03556241
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.11620038,0.03757706
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.10355978,0.03759635
mdts_cos,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.10543714,0.03861252
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.10967594,0.03794913
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.11119319,0.04400194
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.1062168,0.03905333
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.10756413,0.04215572
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.10989092,0.03976943
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.1073983,0.04039677
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.10540919,0.04099077
mdts_cos,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.10599172,0.04172842
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.10441794,0.0387504
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.1177809,0.04184673
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.10734623,0.04072585
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.10674892,0.04535291
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.09852107,0.03985967
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.1033447,0.04177415
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.09629165,0.04157211
mdts_cos,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.09731858,0.04420909
shts_max,None,"(10,)",relu,adam,0.001,0.0001,auto,-0.58059198,0.14337543
shts_max,None,"(10,)",relu,adam,0.001,0.0001,32,-0.63406976,0.12686181
shts_max,None,"(10,)",relu,adam,0.001,0.001,auto,-0.586164,0.14821252
shts_max,None,"(10,)",relu,adam,0.001,0.001,32,-0.60977672,0.13132904
shts_max,None,"(10,)",relu,adam,0.01,0.0001,auto,-0.57313505,0.13949132
shts_max,None,"(10,)",relu,adam,0.01,0.0001,32,-0.6244996,0.12628447
shts_max,None,"(10,)",relu,adam,0.01,0.001,auto,-0.56895423,0.15172779
shts_max,None,"(10,)",relu,adam,0.01,0.001,32,-0.60731159,0.13483274
shts_max,None,"(10,)",tanh,adam,0.001,0.0001,auto,-0.58628059,0.14643724
shts_max,None,"(10,)",tanh,adam,0.001,0.0001,32,-0.62689327,0.12523183
shts_max,None,"(10,)",tanh,adam,0.001,0.001,auto,-0.57929466,0.1404796
shts_max,None,"(10,)",tanh,adam,0.001,0.001,32,-0.61501333,0.12610674
shts_max,None,"(10,)",tanh,adam,0.01,0.0001,auto,-0.57642267,0.13745384
shts_max,None,"(10,)",tanh,adam,0.01,0.0001,32,-0.59616894,0.12987065
shts_max,None,"(10,)",tanh,adam,0.01,0.001,auto,-0.56433051,0.15049518
shts_max,None,"(10,)",tanh,adam,0.01,0.001,32,-0.59308069,0.14525757
shts_max,None,"(10,)",logistic,adam,0.001,0.0001,auto,-0.60325159,0.13313134
shts_max,None,"(10,)",logistic,adam,0.001,0.0001,32,-0.64753384,0.12714107
shts_max,None,"(10,)",logistic,adam,0.001,0.001,auto,-0.64154894,0.149769
shts_max,None,"(10,)",logistic,adam,0.001,0.001,32,-0.68881819,0.13274756
shts_max,None,"(10,)",logistic,adam,0.01,0.0001,auto,-0.62948334,0.1541881
shts_max,None,"(10,)",logistic,adam,0.01,0.0001,32,-0.64090901,0.13086711
shts_max,None,"(10,)",logistic,adam,0.01,0.001,auto,-0.63411374,0.15429762
shts_max,None,"(10,)",logistic,adam,0.01,0.001,32,-0.71117044,0.13765851
shts_max,StandardScaler,"(10,)",relu,adam,0.001,0.0001,auto,-0.62030175,0.16463242
shts_max,StandardScaler,"(10,)",relu,adam,0.001,0.0001,32,-0.65599819,0.14131521
shts_max,StandardScaler,"(10,)",relu,adam,0.001,0.001,auto,-0.64401515,0.14358157
shts_max,StandardScaler,"(10,)",relu,adam,0.001,0.001,32,-0.68126233,0.1268816
shts_max,StandardScaler,"(10,)",relu,adam,0.01,0.0001,auto,-0.60336081,0.14138523
shts_max,StandardScaler,"(10,)",relu,adam,0.01,0.0001,32,-0.64964336,0.12795762
shts_max,StandardScaler,"(10,)",relu,adam,0.01,0.001,auto,-0.64261819,0.15946282
shts_max,StandardScaler,"(10,)",relu,adam,0.01,0.001,32,-0.68894673,0.14208768
shts_max,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,auto,-0.58243107,0.15452617
shts_max,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,32,-0.5959284,0.14540449
shts_max,StandardScaler,"(10,)",tanh,adam,0.001,0.001,auto,-0.58269138,0.15309851
shts_max,StandardScaler,"(10,)",tanh,adam,0.001,0.001,32,-0.61045719,0.14696583
shts_max,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,auto,-0.5784888,0.15492349
shts_max,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,32,-0.58751722,0.14154545
shts_max,StandardScaler,"(10,)",tanh,adam,0.01,0.001,auto,-0.59181482,0.15905622
shts_max,StandardScaler,"(10,)",tanh,adam,0.01,0.001,32,-0.62292716,0.14919695
shts_max,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,auto,-0.58188804,0.1466654
shts_max,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,32,-0.58800955,0.14451259
shts_max,StandardScaler,"(10,)",logistic,adam,0.001,0.001,auto,-0.5908752,0.1443569
shts_max,StandardScaler,"(10,)",logistic,adam,0.001,0.001,32,-0.6121674,0.13454284
shts_max,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,auto,-0.58383996,0.15181705
shts_max,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,32,-0.58607214,0.14332325
shts_max,StandardScaler,"(10,)",logistic,adam,0.01,0.001,auto,-0.60069298,0.16511067
shts_max,StandardScaler,"(10,)",logistic,adam,0.01,0.001,32,-0.63225197,0.15531807
shts_max,None,"(100,)",relu,adam,0.001,0.0001,auto,-0.59392415,0.15362433
shts_max,None,"(100,)",relu,adam,0.001,0.0001,32,-0.63150875,0.122562
shts_max,None,"(100,)",relu,adam,0.001,0.001,auto,-0.59520539,0.14939157
shts_max,None,"(100,)",relu,adam,0.001,0.001,32,-0.63543927,0.12052343
shts_max,None,"(100,)",relu,adam,0.01,0.0001,auto,-0.60616489,0.15741924
shts_max,None,"(100,)",relu,adam,0.01,0.0001,32,-0.63993692,0.12360576
shts_max,None,"(100,)",relu,adam,0.01,0.001,auto,-0.60093413,0.14771926
shts_max,None,"(100,)",relu,adam,0.01,0.001,32,-0.59463688,0.14679646
shts_max,None,"(100,)",tanh,adam,0.001,0.0001,auto,-0.59471705,0.15017094
shts_max,None,"(100,)",tanh,adam,0.001,0.0001,32,-0.62579869,0.12343163
shts_max,None,"(100,)",tanh,adam,0.001,0.001,auto,-0.61412445,0.15534597
shts_max,None,"(100,)",tanh,adam,0.001,0.001,32,-0.62376437,0.13509338
shts_max,None,"(100,)",tanh,adam,0.01,0.0001,auto,-0.6050066,0.14251318
shts_max,None,"(100,)",tanh,adam,0.01,0.0001,32,-0.64880504,0.1377269
shts_max,None,"(100,)",tanh,adam,0.01,0.001,auto,-0.57825049,0.14268342
shts_max,None,"(100,)",tanh,adam,0.01,0.001,32,-0.60563913,0.14083966
shts_max,None,"(100,)",logistic,adam,0.001,0.0001,auto,-0.65988002,0.14254483
shts_max,None,"(100,)",logistic,adam,0.001,0.0001,32,-0.64767049,0.12467411
shts_max,None,"(100,)",logistic,adam,0.001,0.001,auto,-0.67398717,0.15400388
shts_max,None,"(100,)",logistic,adam,0.001,0.001,32,-0.68613133,0.11027746
shts_max,None,"(100,)",logistic,adam,0.01,0.0001,auto,-0.67061309,0.12759389
shts_max,None,"(100,)",logistic,adam,0.01,0.0001,32,-0.63939604,0.12907591
shts_max,None,"(100,)",logistic,adam,0.01,0.001,auto,-0.65561913,0.14351452
shts_max,None,"(100,)",logistic,adam,0.01,0.001,32,-0.67694605,0.11430543
shts_max,StandardScaler,"(100,)",relu,adam,0.001,0.0001,auto,-0.64946142,0.13281276
shts_max,StandardScaler,"(100,)",relu,adam,0.001,0.0001,32,-0.65850117,0.12810352
shts_max,StandardScaler,"(100,)",relu,adam,0.001,0.001,auto,-0.67564545,0.14115976
shts_max,StandardScaler,"(100,)",relu,adam,0.001,0.001,32,-0.66163503,0.12688613
shts_max,StandardScaler,"(100,)",relu,adam,0.01,0.0001,auto,-0.66161163,0.16035415
shts_max,StandardScaler,"(100,)",relu,adam,0.01,0.0001,32,-0.64544736,0.11975791
shts_max,StandardScaler,"(100,)",relu,adam,0.01,0.001,auto,-0.65230254,0.13567628
shts_max,StandardScaler,"(100,)",relu,adam,0.01,0.001,32,-0.66522891,0.11781759
shts_max,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,auto,-0.57426997,0.14162662
shts_max,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,32,-0.60734949,0.15032502
shts_max,StandardScaler,"(100,)",tanh,adam,0.001,0.001,auto,-0.61200219,0.13287164
shts_max,StandardScaler,"(100,)",tanh,adam,0.001,0.001,32,-0.60994959,0.135948
shts_max,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,auto,-0.58899697,0.14222658
shts_max,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,32,-0.59605743,0.13614117
shts_max,StandardScaler,"(100,)",tanh,adam,0.01,0.001,auto,-0.6190903,0.13908042
shts_max,StandardScaler,"(100,)",tanh,adam,0.01,0.001,32,-0.62079302,0.14503848
shts_max,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,auto,-0.57592062,0.14406893
shts_max,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,32,-0.5938146,0.14376567
shts_max,StandardScaler,"(100,)",logistic,adam,0.001,0.001,auto,-0.60802617,0.13878223
shts_max,StandardScaler,"(100,)",logistic,adam,0.001,0.001,32,-0.60987984,0.13373729
shts_max,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,auto,-0.57834266,0.14505481
shts_max,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,32,-0.59670981,0.14165037
shts_max,StandardScaler,"(100,)",logistic,adam,0.01,0.001,auto,-0.60765483,0.15825226
shts_max,StandardScaler,"(100,)",logistic,adam,0.01,0.001,32,-0.61480716,0.1448982
shts_max,None,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.60306063,0.14997831
shts_max,None,"(30, 10)",relu,adam,0.001,0.0001,32,-0.61470847,0.12493357
shts_max,None,"(30, 10)",relu,adam,0.001,0.001,auto,-0.60258205,0.1536981
shts_max,None,"(30, 10)",relu,adam,0.001,0.001,32,-0.61551377,0.15608274
shts_max,None,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.59614505,0.1436358
shts_max,None,"(30, 10)",relu,adam,0.01,0.0001,32,-0.64407107,0.17662612
shts_max,None,"(30, 10)",relu,adam,0.01,0.001,auto,-0.59731295,0.1697937
shts_max,None,"(30, 10)",relu,adam,0.01,0.001,32,-0.60564511,0.15805783
shts_max,None,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.61257751,0.15917431
shts_max,None,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.6304561,0.16015569
shts_max,None,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.60561599,0.16009581
shts_max,None,"(30, 10)",tanh,adam,0.001,0.001,32,-0.61275791,0.14077717
shts_max,None,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.5909263,0.15012806
shts_max,None,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.62307102,0.13367061
shts_max,None,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.5806707,0.15038517
shts_max,None,"(30, 10)",tanh,adam,0.01,0.001,32,-0.60348292,0.14454088
shts_max,None,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.66114588,0.15184472
shts_max,None,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.70965024,0.14653752
shts_max,None,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.66438699,0.14852401
shts_max,None,"(30, 10)",logistic,adam,0.001,0.001,32,-0.68730707,0.13479894
shts_max,None,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.64509875,0.15196195
shts_max,None,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.66984423,0.143935
shts_max,None,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.66548665,0.16265661
shts_max,None,"(30, 10)",logistic,adam,0.01,0.001,32,-0.65740065,0.15412964
shts_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.63888324,0.14503435
shts_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,32,-0.68448722,0.1570433
shts_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,auto,-0.66798647,0.15831427
shts_max,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,32,-0.68021791,0.12937335
shts_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.63760544,0.13471367
shts_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,32,-0.6724391,0.14107987
shts_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,auto,-0.65046093,0.16171703
shts_max,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,32,-0.67507976,0.14028492
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.59246485,0.17095277
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.60189678,0.14981573
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.60848506,0.16764454
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,32,-0.63199535,0.15672315
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.58399865,0.14669758
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.59700749,0.1591687
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.59737007,0.15858589
shts_max,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,32,-0.59871075,0.15644682
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.58069887,0.16318829
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.59621822,0.1411832
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.59948387,0.15891661
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,32,-0.61640166,0.15685667
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.57901198,0.15911642
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.59337415,0.14837355
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.5843475,0.1675057
shts_max,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,32,-0.61055397,0.16049549
shts_max,None,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.6072501,0.15539321
shts_max,None,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.62663437,0.14436674
shts_max,None,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.60022851,0.17497082
shts_max,None,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.63008142,0.12934
shts_max,None,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.60881863,0.13600706
shts_max,None,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.63360944,0.13218952
shts_max,None,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.59044069,0.15071426
shts_max,None,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.61621971,0.16929371
shts_max,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.6242312,0.16044033
shts_max,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.61866889,0.14612054
shts_max,None,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.60190227,0.16128147
shts_max,None,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.62009733,0.17022512
shts_max,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.60815745,0.16547505
shts_max,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.63900858,0.13641183
shts_max,None,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.59566068,0.1677715
shts_max,None,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.6056447,0.14805883
shts_max,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.6686733,0.16326914
shts_max,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.66028906,0.15830222
shts_max,None,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.65534625,0.18900399
shts_max,None,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.65873193,0.1370051
shts_max,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.64513068,0.16654294
shts_max,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.63600805,0.15274298
shts_max,None,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.6386392,0.18893178
shts_max,None,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.63946717,0.15172665
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.64096445,0.16076494
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.66470731,0.14286783
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.6571571,0.1570968
shts_max,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.66006349,0.1443241
