variable,scaler,regressor__hidden_layers,regressor__activation,regressor__lr,regressor__epochs,regressor__batch_size,score,std
shww_med,StandardScaler,"(25,)",Sigmoid,0.0005,50,32,-0.70626871,0.30947424
shww_med,StandardScaler,"(25,)",Sigmoid,0.0005,100,16,-0.69650566,0.31168802
shww_med,StandardScaler,"(25,)",Sigmoid,0.0005,100,32,-0.71471145,0.29482025
shww_med,StandardScaler,"(25,)",Sigmoid,0.001,50,16,-0.71084772,0.30910107
shww_med,StandardScaler,"(25,)",Sigmoid,0.001,50,32,-0.77679846,0.28442998
shww_med,StandardScaler,"(25,)",Sigmoid,0.001,100,16,-0.69820925,0.31197015
shww_med,StandardScaler,"(25,)",Sigmoid,0.001,100,32,-0.72053719,0.30269826
shww_med,StandardScaler,"(25,)",Sigmoid,0.01,50,16,-0.70496074,0.32080898
shww_med,StandardScaler,"(25,)",Sigmoid,0.01,50,32,-0.73500899,0.30344961
shww_med,StandardScaler,"(25,)",Sigmoid,0.01,100,16,-0.73287479,0.32380072
shww_med,StandardScaler,"(25,)",Sigmoid,0.01,100,32,-0.79106759,0.28625716
shww_med,None,"(30, 10)",ReLU,0.0005,50,16,-0.70085236,0.32375372
shww_med,None,"(30, 10)",ReLU,0.0005,50,32,-0.72588375,0.34536943
shww_med,None,"(30, 10)",ReLU,0.0005,100,16,-0.72407242,0.34868215
shww_med,None,"(30, 10)",ReLU,0.0005,100,32,-0.7546749,0.35681049
shww_med,None,"(30, 10)",ReLU,0.001,50,16,-0.78336204,0.39353
shww_med,None,"(30, 10)",ReLU,0.001,50,32,-0.73356984,0.33097385
shww_med,None,"(30, 10)",ReLU,0.001,100,16,-0.73225923,0.34860794
shww_med,None,"(30, 10)",ReLU,0.001,100,32,-0.75776496,0.36025351
shww_med,None,"(30, 10)",ReLU,0.01,50,16,-0.742217,0.37836325
shww_med,None,"(30, 10)",ReLU,0.01,50,32,-0.76375489,0.36374762
shww_med,None,"(30, 10)",ReLU,0.01,100,16,-0.85870227,0.66901169
shww_med,None,"(30, 10)",ReLU,0.01,100,32,-0.79005229,0.38028198
shww_med,None,"(30, 10)",Tanh,0.0005,50,16,-0.69210197,0.32280733
shww_med,None,"(30, 10)",Tanh,0.0005,50,32,-0.70685706,0.31885852
shww_med,None,"(30, 10)",Tanh,0.0005,100,16,-0.70498285,0.32478158
shww_med,None,"(30, 10)",Tanh,0.0005,100,32,-0.72523388,0.34743083
shww_med,None,"(30, 10)",Tanh,0.001,50,16,-0.72896403,0.34723536
shww_med,None,"(30, 10)",Tanh,0.001,50,32,-0.76545977,0.35288209
shww_med,None,"(30, 10)",Tanh,0.001,100,16,-0.70723581,0.32884825
shww_med,None,"(30, 10)",Tanh,0.001,100,32,-0.72217117,0.33409124
shww_med,None,"(30, 10)",Tanh,0.01,50,16,-0.71199402,0.34214075
shww_med,None,"(30, 10)",Tanh,0.01,50,32,-0.77677849,0.36550991
shww_med,None,"(30, 10)",Tanh,0.01,100,16,-0.74950973,0.32101188
shww_med,None,"(30, 10)",Tanh,0.01,100,32,-0.80061678,0.31741253
shww_med,None,"(30, 10)",Sigmoid,0.0005,50,16,-0.72339973,0.3292793
shww_med,None,"(30, 10)",Sigmoid,0.0005,50,32,-0.76748447,0.30207342
shww_med,None,"(30, 10)",Sigmoid,0.0005,100,16,-0.72765901,0.32425866
shww_med,None,"(30, 10)",Sigmoid,0.0005,100,32,-0.78321252,0.30113335
shww_med,None,"(30, 10)",Sigmoid,0.001,50,16,-0.76923573,0.34145606
shww_med,None,"(30, 10)",Sigmoid,0.001,50,32,-0.7914611,0.31448769
shww_med,None,"(30, 10)",Sigmoid,0.001,100,16,-0.74344885,0.33758195
shww_med,None,"(30, 10)",Sigmoid,0.001,100,32,-0.79210069,0.29971016
shww_med,None,"(30, 10)",Sigmoid,0.01,50,16,-0.76484328,0.34322856
shww_med,None,"(30, 10)",Sigmoid,0.01,50,32,-0.83401566,0.30589715
shww_med,None,"(30, 10)",Sigmoid,0.01,100,16,-0.77723389,0.3275397
shww_med,None,"(30, 10)",Sigmoid,0.01,100,32,-0.80137944,0.32337515
shww_med,StandardScaler,"(30, 10)",ReLU,0.0005,50,16,-0.72562573,0.32515396
shww_med,StandardScaler,"(30, 10)",ReLU,0.0005,50,32,-0.75783581,0.31156147
shww_med,StandardScaler,"(30, 10)",ReLU,0.0005,100,16,-0.70906058,0.30400452
shww_med,StandardScaler,"(30, 10)",ReLU,0.0005,100,32,-0.76286796,0.29995532
shww_med,StandardScaler,"(30, 10)",ReLU,0.001,50,16,-0.75696594,0.32669215
shww_med,StandardScaler,"(30, 10)",ReLU,0.001,50,32,-0.78461262,0.30739918
shww_med,StandardScaler,"(30, 10)",ReLU,0.001,100,16,-0.72713286,0.32623447
shww_med,StandardScaler,"(30, 10)",ReLU,0.001,100,32,-0.7721176,0.30604403
shww_med,StandardScaler,"(30, 10)",ReLU,0.01,50,16,-0.74119157,0.32934291
shww_med,StandardScaler,"(30, 10)",ReLU,0.01,50,32,-0.82962188,0.34156727
shww_med,StandardScaler,"(30, 10)",ReLU,0.01,100,16,-0.77463881,0.35283378
shww_med,StandardScaler,"(30, 10)",ReLU,0.01,100,32,-0.8141027,0.30919101
shww_med,StandardScaler,"(30, 10)",Tanh,0.0005,50,16,-0.67968076,0.31756958
shww_med,StandardScaler,"(30, 10)",Tanh,0.0005,50,32,-0.6834703,0.31104039
shww_med,StandardScaler,"(30, 10)",Tanh,0.0005,100,16,-0.70022004,0.34744587
shww_med,StandardScaler,"(30, 10)",Tanh,0.0005,100,32,-0.70056167,0.32416334
shww_med,StandardScaler,"(30, 10)",Tanh,0.001,50,16,-0.72590484,0.36215821
shww_med,StandardScaler,"(30, 10)",Tanh,0.001,50,32,-0.77549108,0.42231417
shww_med,StandardScaler,"(30, 10)",Tanh,0.001,100,16,-0.70034533,0.3432449
shww_med,StandardScaler,"(30, 10)",Tanh,0.001,100,32,-0.7164815,0.31279679
shww_med,StandardScaler,"(30, 10)",Tanh,0.01,50,16,-0.72129412,0.36090923
shww_med,StandardScaler,"(30, 10)",Tanh,0.01,50,32,-0.73649443,0.34625704
shww_med,StandardScaler,"(30, 10)",Tanh,0.01,100,16,-0.77104356,0.40265842
shww_med,StandardScaler,"(30, 10)",Tanh,0.01,100,32,-0.7598341,0.37073374
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,16,-0.67895957,0.31833871
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,32,-0.68596601,0.30846291
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,16,-0.69215168,0.33770412
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,32,-0.69336874,0.31053694
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.001,50,16,-0.78537818,0.40484607
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.001,50,32,-0.77075889,0.36255101
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.001,100,16,-0.69205632,0.32434099
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.001,100,32,-0.6959703,0.30714165
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.01,50,16,-0.70968281,0.3504731
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.01,50,32,-0.73580584,0.35395872
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.01,100,16,-0.75267238,0.37444873
shww_med,StandardScaler,"(30, 10)",Sigmoid,0.01,100,32,-0.76836865,0.3494957
shww_med,None,"(50, 20)",ReLU,0.0005,50,16,-0.71920161,0.33768537
shww_med,None,"(50, 20)",ReLU,0.0005,50,32,-0.75131982,0.37501575
shww_med,None,"(50, 20)",ReLU,0.0005,100,16,-0.72818835,0.34697321
shww_med,None,"(50, 20)",ReLU,0.0005,100,32,-0.7292214,0.3379993
shww_med,None,"(50, 20)",ReLU,0.001,50,16,-0.7946349,0.45451253
shww_med,None,"(50, 20)",ReLU,0.001,50,32,-0.82559721,0.45526709
shww_med,None,"(50, 20)",ReLU,0.001,100,16,-0.74368744,0.34274819
shww_med,None,"(50, 20)",ReLU,0.001,100,32,-0.78381337,0.35040138
shww_med,None,"(50, 20)",ReLU,0.01,50,16,-0.74771855,0.35074207
shww_med,None,"(50, 20)",ReLU,0.01,50,32,-0.78739098,0.3680838
shww_med,None,"(50, 20)",ReLU,0.01,100,16,-0.76641483,0.34853286
shww_med,None,"(50, 20)",ReLU,0.01,100,32,-0.79458307,0.35318167
shww_med,None,"(50, 20)",Tanh,0.0005,50,16,-0.71662963,0.33866109
shww_med,None,"(50, 20)",Tanh,0.0005,50,32,-0.74529698,0.35858505
shww_med,None,"(50, 20)",Tanh,0.0005,100,16,-0.72324406,0.33649322
shww_med,None,"(50, 20)",Tanh,0.0005,100,32,-0.74838296,0.35009881
shww_med,None,"(50, 20)",Tanh,0.001,50,16,-0.74895781,0.35099604
shww_med,None,"(50, 20)",Tanh,0.001,50,32,-0.7788714,0.38267758
shww_med,None,"(50, 20)",Tanh,0.001,100,16,-0.73827457,0.34288612
shww_med,None,"(50, 20)",Tanh,0.001,100,32,-0.76056944,0.31845546
shww_med,None,"(50, 20)",Tanh,0.01,50,16,-0.74949059,0.37533269
shww_med,None,"(50, 20)",Tanh,0.01,50,32,-0.75407496,0.34147524
shww_med,None,"(50, 20)",Tanh,0.01,100,16,-0.74865203,0.35407741
shww_med,None,"(50, 20)",Tanh,0.01,100,32,-0.85062629,0.4047714
shww_med,None,"(50, 20)",Sigmoid,0.0005,50,16,-0.74580424,0.31579924
shww_med,None,"(50, 20)",Sigmoid,0.0005,50,32,-0.78501411,0.30286044
shww_med,None,"(50, 20)",Sigmoid,0.0005,100,16,-0.78191843,0.36128472
shww_med,None,"(50, 20)",Sigmoid,0.0005,100,32,-0.80011705,0.29935384
shww_med,None,"(50, 20)",Sigmoid,0.001,50,16,-0.7656585,0.31861794
shww_med,None,"(50, 20)",Sigmoid,0.001,50,32,-0.79102229,0.27749265
shww_med,None,"(50, 20)",Sigmoid,0.001,100,16,-0.77540716,0.35396794
shww_med,None,"(50, 20)",Sigmoid,0.001,100,32,-0.82884652,0.32455543
shww_med,None,"(50, 20)",Sigmoid,0.01,50,16,-0.7857628,0.32609548
shww_med,None,"(50, 20)",Sigmoid,0.01,50,32,-0.85645317,0.32659206
shww_med,None,"(50, 20)",Sigmoid,0.01,100,16,-0.76679489,0.33926592
shww_med,None,"(50, 20)",Sigmoid,0.01,100,32,-0.80015179,0.30367781
shww_med,StandardScaler,"(50, 20)",ReLU,0.0005,50,16,-0.72904714,0.31864227
shww_med,StandardScaler,"(50, 20)",ReLU,0.0005,50,32,-0.77629584,0.30805146
shww_med,StandardScaler,"(50, 20)",ReLU,0.0005,100,16,-0.75135497,0.34907886
shww_med,StandardScaler,"(50, 20)",ReLU,0.0005,100,32,-0.79033743,0.29828331
shww_med,StandardScaler,"(50, 20)",ReLU,0.001,50,16,-0.75609197,0.31909887
shww_med,StandardScaler,"(50, 20)",ReLU,0.001,50,32,-0.81491716,0.31120205
shww_med,StandardScaler,"(50, 20)",ReLU,0.001,100,16,-0.75874106,0.32404356
shww_med,StandardScaler,"(50, 20)",ReLU,0.001,100,32,-0.80329351,0.30973948
shww_med,StandardScaler,"(50, 20)",ReLU,0.01,50,16,-0.77879804,0.34726484
shww_med,StandardScaler,"(50, 20)",ReLU,0.01,50,32,-0.83881029,0.32017575
shww_med,StandardScaler,"(50, 20)",ReLU,0.01,100,16,-0.77839571,0.31574606
shww_med,StandardScaler,"(50, 20)",ReLU,0.01,100,32,-0.81475208,0.28865235
shww_med,StandardScaler,"(50, 20)",Tanh,0.0005,50,16,-0.69962818,0.33620346
shww_med,StandardScaler,"(50, 20)",Tanh,0.0005,50,32,-0.68936972,0.3273026
shww_med,StandardScaler,"(50, 20)",Tanh,0.0005,100,16,-0.71245233,0.36365773
shww_med,StandardScaler,"(50, 20)",Tanh,0.0005,100,32,-0.73856141,0.36321082
shww_med,StandardScaler,"(50, 20)",Tanh,0.001,50,16,-0.75182301,0.3684068
shww_med,StandardScaler,"(50, 20)",Tanh,0.001,50,32,-0.74424639,0.32848129
shww_med,StandardScaler,"(50, 20)",Tanh,0.001,100,16,-0.6928391,0.33267421
shww_med,StandardScaler,"(50, 20)",Tanh,0.001,100,32,-0.73310141,0.34888456
shww_med,StandardScaler,"(50, 20)",Tanh,0.01,50,16,-0.7411694,0.39169082
shww_med,StandardScaler,"(50, 20)",Tanh,0.01,50,32,-0.72875817,0.3391186
shww_med,StandardScaler,"(50, 20)",Tanh,0.01,100,16,-0.75914192,0.35542081
shww_med,StandardScaler,"(50, 20)",Tanh,0.01,100,32,-0.77552944,0.36387528
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.0005,50,16,-0.68706241,0.32815998
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.0005,50,32,-0.68576908,0.30844464
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.0005,100,16,-0.68658143,0.3271043
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.0005,100,32,-0.7100971,0.33564131
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.001,50,16,-0.72981738,0.34442552
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.001,50,32,-0.77004222,0.36100094
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.001,100,16,-0.70023146,0.34311369
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.001,100,32,-0.71830338,0.33623704
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.01,50,16,-0.70349881,0.33150099
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.01,50,32,-0.75596603,0.37792136
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.01,100,16,-0.76549454,0.3813332
shww_med,StandardScaler,"(50, 20)",Sigmoid,0.01,100,32,-0.78501221,0.34791149
shww_med,None,"(50, 20, 10)",ReLU,0.0005,50,16,-0.72083795,0.35590711
shww_med,None,"(50, 20, 10)",ReLU,0.0005,50,32,-0.76114353,0.41012977
shww_med,None,"(50, 20, 10)",ReLU,0.0005,100,16,-0.73285886,0.34636163
shww_med,None,"(50, 20, 10)",ReLU,0.0005,100,32,-0.75444952,0.38366696
shww_med,None,"(50, 20, 10)",ReLU,0.001,50,16,-0.74247489,0.37583855
shww_med,None,"(50, 20, 10)",ReLU,0.001,50,32,-0.78257095,0.41849752
shww_med,None,"(50, 20, 10)",ReLU,0.001,100,16,-0.73982134,0.35811481
shww_med,None,"(50, 20, 10)",ReLU,0.001,100,32,-0.78834318,0.36351828
shww_med,None,"(50, 20, 10)",ReLU,0.01,50,16,-0.75026454,0.3292836
shww_med,None,"(50, 20, 10)",ReLU,0.01,50,32,-0.80420425,0.39550658
shww_med,None,"(50, 20, 10)",ReLU,0.01,100,16,-0.74661547,0.35146335
shww_med,None,"(50, 20, 10)",ReLU,0.01,100,32,-0.77643988,0.3452219
shww_med,None,"(50, 20, 10)",Tanh,0.0005,50,16,-0.72093994,0.35373653
shww_med,None,"(50, 20, 10)",Tanh,0.0005,50,32,-0.73363802,0.36515997
shww_med,None,"(50, 20, 10)",Tanh,0.0005,100,16,-0.73991695,0.34428051
shww_med,None,"(50, 20, 10)",Tanh,0.0005,100,32,-0.76936636,0.38004829
shww_med,None,"(50, 20, 10)",Tanh,0.001,50,16,-0.77104421,0.40412326
shww_med,None,"(50, 20, 10)",Tanh,0.001,50,32,-0.74671593,0.35449685
shww_med,None,"(50, 20, 10)",Tanh,0.001,100,16,-0.72935174,0.34209031
shww_med,None,"(50, 20, 10)",Tanh,0.001,100,32,-0.75854095,0.37018516
shww_med,None,"(50, 20, 10)",Tanh,0.01,50,16,-0.73996699,0.33754924
shww_med,None,"(50, 20, 10)",Tanh,0.01,50,32,-0.77568198,0.37015651
shww_med,None,"(50, 20, 10)",Tanh,0.01,100,16,-0.75775925,0.34987046
shww_med,None,"(50, 20, 10)",Tanh,0.01,100,32,-0.7794582,0.43148816
shww_med,None,"(50, 20, 10)",Sigmoid,0.0005,50,16,-0.74228436,0.32651017
shww_med,None,"(50, 20, 10)",Sigmoid,0.0005,50,32,-0.79538515,0.33366157
shww_med,None,"(50, 20, 10)",Sigmoid,0.0005,100,16,-0.75587663,0.34730114
shww_med,None,"(50, 20, 10)",Sigmoid,0.0005,100,32,-0.79908325,0.36031171
shww_med,None,"(50, 20, 10)",Sigmoid,0.001,50,16,-0.76201006,0.35255937
shww_med,None,"(50, 20, 10)",Sigmoid,0.001,50,32,-0.76163743,0.3376096
shww_med,None,"(50, 20, 10)",Sigmoid,0.001,100,16,-0.75940729,0.36850137
shww_med,None,"(50, 20, 10)",Sigmoid,0.001,100,32,-0.85464931,0.31448938
shww_med,None,"(50, 20, 10)",Sigmoid,0.01,50,16,-0.79601551,0.3774697
shww_med,None,"(50, 20, 10)",Sigmoid,0.01,50,32,-0.83414874,0.32028453
shww_med,None,"(50, 20, 10)",Sigmoid,0.01,100,16,-0.7779852,0.36205659
shww_med,None,"(50, 20, 10)",Sigmoid,0.01,100,32,-0.79235662,0.34509029
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,16,-0.73353533,0.31668548
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,32,-0.76726297,0.29406038
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,16,-0.76687484,0.35342994
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,32,-0.79830315,0.32196959
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,16,-0.74995486,0.34052947
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,32,-0.78995354,0.34599645
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,16,-0.75787898,0.34952945
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,32,-0.81989045,0.31642275
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,16,-0.7682253,0.35488092
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,32,-0.81895948,0.32791142
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,16,-0.76904123,0.36508673
shww_med,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,32,-0.78635578,0.32494102
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,16,-0.69075223,0.33155404
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,32,-0.70053337,0.31271857
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,16,-0.71593061,0.36558192
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,32,-0.7261397,0.35789622
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,16,-0.76118725,0.38384901
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,32,-0.75223857,0.34354391
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,16,-0.71755527,0.35668813
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,32,-0.70631809,0.35149555
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,16,-0.73751586,0.37991572
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,32,-0.75520295,0.3827371
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,16,-0.77282349,0.36767486
shww_med,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,32,-0.78365879,0.37255701
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,16,-0.69038002,0.3307722
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,32,-0.68347191,0.2988844
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,16,-0.70898298,0.3415868
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,32,-0.70270261,0.32642978
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,16,-0.73488447,0.35070299
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,32,-0.75889198,0.34162298
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,16,-0.70243548,0.33750546
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,32,-0.70407912,0.33786373
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,16,-0.72961561,0.36950762
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,32,-0.74425402,0.36470827
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,16,-0.74891956,0.37341112
shww_med,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,32,-0.77518847,0.36065967
mdts_sin,None,"(10,)",ReLU,0.0005,50,16,-0.09117477,0.05242003
mdts_sin,None,"(10,)",ReLU,0.0005,50,32,-0.09119369,0.04225438
mdts_sin,None,"(10,)",ReLU,0.0005,100,16,-0.09486641,0.05370895
mdts_sin,None,"(10,)",ReLU,0.0005,100,32,-0.09166647,0.04414962
mdts_sin,None,"(10,)",ReLU,0.001,50,16,-0.08959701,0.05305774
mdts_sin,None,"(10,)",ReLU,0.001,50,32,-0.09017392,0.05239797
mdts_sin,None,"(10,)",ReLU,0.001,100,16,-0.09397816,0.05344304
mdts_sin,None,"(10,)",ReLU,0.001,100,32,-0.09273235,0.04403543
mdts_sin,None,"(10,)",ReLU,0.01,50,16,-0.09452041,0.05336337
mdts_sin,None,"(10,)",ReLU,0.01,50,32,-0.08951905,0.04214349
mdts_sin,None,"(10,)",ReLU,0.01,100,16,-0.09036289,0.05199743
mdts_sin,None,"(10,)",ReLU,0.01,100,32,-0.09394762,0.05282789
mdts_sin,None,"(10,)",Tanh,0.0005,50,16,-0.09425357,0.0523964
mdts_sin,None,"(10,)",Tanh,0.0005,50,32,-0.09377679,0.0454352
mdts_sin,None,"(10,)",Tanh,0.0005,100,16,-0.09405692,0.05395007
mdts_sin,None,"(10,)",Tanh,0.0005,100,32,-0.09154136,0.04802338
mdts_sin,None,"(10,)",Tanh,0.001,50,16,-0.09387891,0.05277094
mdts_sin,None,"(10,)",Tanh,0.001,50,32,-0.0893689,0.04790675
mdts_sin,None,"(10,)",Tanh,0.001,100,16,-0.09533965,0.05218406
mdts_sin,None,"(10,)",Tanh,0.001,100,32,-0.09219746,0.04403392
mdts_sin,None,"(10,)",Tanh,0.01,50,16,-0.09354936,0.0503222
mdts_sin,None,"(10,)",Tanh,0.01,50,32,-0.09256298,0.04489414
mdts_sin,None,"(10,)",Tanh,0.01,100,16,-0.08850238,0.05406891
mdts_sin,None,"(10,)",Tanh,0.01,100,32,-0.09025199,0.04847227
mdts_sin,None,"(10,)",Sigmoid,0.0005,50,16,-0.09383389,0.05284169
mdts_sin,None,"(10,)",Sigmoid,0.0005,50,32,-0.09196758,0.04404798
mdts_sin,None,"(10,)",Sigmoid,0.0005,100,16,-0.09664532,0.05032375
mdts_sin,None,"(10,)",Sigmoid,0.0005,100,32,-0.09040524,0.04142595
mdts_sin,None,"(10,)",Sigmoid,0.001,50,16,-0.09922634,0.05270595
mdts_sin,None,"(10,)",Sigmoid,0.001,50,32,-0.09954265,0.04108699
mdts_sin,None,"(10,)",Sigmoid,0.001,100,16,-0.09426544,0.05020044
mdts_sin,None,"(10,)",Sigmoid,0.001,100,32,-0.09168716,0.04508751
mdts_sin,None,"(10,)",Sigmoid,0.01,50,16,-0.09772515,0.05184318
mdts_sin,None,"(10,)",Sigmoid,0.01,50,32,-0.09074501,0.04448396
mdts_sin,None,"(10,)",Sigmoid,0.01,100,16,-0.10135531,0.05325274
mdts_sin,None,"(10,)",Sigmoid,0.01,100,32,-0.09951284,0.0399412
mdts_sin,StandardScaler,"(10,)",ReLU,0.0005,50,16,-0.09544963,0.0517589
mdts_sin,StandardScaler,"(10,)",ReLU,0.0005,50,32,-0.09347877,0.04594588
mdts_sin,StandardScaler,"(10,)",ReLU,0.0005,100,16,-0.0946134,0.0496619
mdts_sin,StandardScaler,"(10,)",ReLU,0.0005,100,32,-0.09092809,0.04332233
mdts_sin,StandardScaler,"(10,)",ReLU,0.001,50,16,-0.09557813,0.04916936
mdts_sin,StandardScaler,"(10,)",ReLU,0.001,50,32,-0.09542883,0.0451699
mdts_sin,StandardScaler,"(10,)",ReLU,0.001,100,16,-0.09359817,0.05186104
mdts_sin,StandardScaler,"(10,)",ReLU,0.001,100,32,-0.09067594,0.04221011
mdts_sin,StandardScaler,"(10,)",ReLU,0.01,50,16,-0.09615988,0.05203227
mdts_sin,StandardScaler,"(10,)",ReLU,0.01,50,32,-0.09090315,0.04528701
mdts_sin,StandardScaler,"(10,)",ReLU,0.01,100,16,-0.10218137,0.05040407
mdts_sin,StandardScaler,"(10,)",ReLU,0.01,100,32,-0.09851748,0.04204033
mdts_sin,StandardScaler,"(10,)",Tanh,0.0005,50,16,-0.09300095,0.0526431
mdts_sin,StandardScaler,"(10,)",Tanh,0.0005,50,32,-0.0893246,0.04396331
mdts_sin,StandardScaler,"(10,)",Tanh,0.0005,100,16,-0.09436408,0.05252142
mdts_sin,StandardScaler,"(10,)",Tanh,0.0005,100,32,-0.09050415,0.04408524
mdts_sin,StandardScaler,"(10,)",Tanh,0.001,50,16,-0.09748888,0.05285762
mdts_sin,StandardScaler,"(10,)",Tanh,0.001,50,32,-0.09918711,0.04159766
mdts_sin,StandardScaler,"(10,)",Tanh,0.001,100,16,-0.09342917,0.05290112
mdts_sin,StandardScaler,"(10,)",Tanh,0.001,100,32,-0.08892693,0.04410312
mdts_sin,StandardScaler,"(10,)",Tanh,0.01,50,16,-0.09404766,0.05186761
mdts_sin,StandardScaler,"(10,)",Tanh,0.01,50,32,-0.09162222,0.04378612
mdts_sin,StandardScaler,"(10,)",Tanh,0.01,100,16,-0.09474489,0.05142883
mdts_sin,StandardScaler,"(10,)",Tanh,0.01,100,32,-0.09639051,0.04332945
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.0005,50,16,-0.0922447,0.05193097
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.0005,50,32,-0.09056587,0.04428601
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.0005,100,16,-0.09532476,0.0514296
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.0005,100,32,-0.09056409,0.0442902
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.001,50,16,-0.09807036,0.05469381
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.001,50,32,-0.0932205,0.04275717
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.001,100,16,-0.09307695,0.05366337
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.001,100,32,-0.09035527,0.04750079
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.01,50,16,-0.09343544,0.05086246
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.01,50,32,-0.09061398,0.0428055
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.01,100,16,-0.09679045,0.05041473
mdts_sin,StandardScaler,"(10,)",Sigmoid,0.01,100,32,-0.0984756,0.04482122
mdts_sin,None,"(25,)",ReLU,0.0005,50,16,-0.0981694,0.0484892
mdts_sin,None,"(25,)",ReLU,0.0005,50,32,-0.09599935,0.04625957
mdts_sin,None,"(25,)",ReLU,0.0005,100,16,-0.10257928,0.05150452
mdts_sin,None,"(25,)",ReLU,0.0005,100,32,-0.09638091,0.04075443
mdts_sin,None,"(25,)",ReLU,0.001,50,16,-0.09171962,0.05196345
mdts_sin,None,"(25,)",ReLU,0.001,50,32,-0.09370859,0.04960729
mdts_sin,None,"(25,)",ReLU,0.001,100,16,-0.09772162,0.05213373
mdts_sin,None,"(25,)",ReLU,0.001,100,32,-0.09551203,0.04050287
mdts_sin,None,"(25,)",ReLU,0.01,50,16,-0.09836869,0.0484975
