variable,scaler,regressor__hidden_layers,regressor__activation,regressor__lr,regressor__epochs,regressor__batch_size,score,std
dwi_sin,None,"(50, 20, 10)",Tanh,0.0005,50,32,-0.50123637,0.06532766
dwi_sin,None,"(50, 20, 10)",Tanh,0.0005,100,16,-0.4825099,0.05179788
dwi_sin,None,"(50, 20, 10)",Tanh,0.0005,100,32,-0.51745146,0.07202076
dwi_sin,None,"(50, 20, 10)",Tanh,0.001,50,16,-0.47667175,0.0583233
dwi_sin,None,"(50, 20, 10)",Tanh,0.001,50,32,-0.49832385,0.0609545
dwi_sin,None,"(50, 20, 10)",Tanh,0.001,100,16,-0.49541435,0.05391954
dwi_sin,None,"(50, 20, 10)",Tanh,0.001,100,32,-0.52670733,0.06454012
dwi_sin,None,"(50, 20, 10)",Tanh,0.01,50,16,-0.50536808,0.05434628
dwi_sin,None,"(50, 20, 10)",Tanh,0.01,50,32,-0.5491004,0.08489422
dwi_sin,None,"(50, 20, 10)",Tanh,0.01,100,16,-0.489867,0.0600836
dwi_sin,None,"(50, 20, 10)",Tanh,0.01,100,32,-0.52086748,0.05835863
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.0005,50,16,-0.48867202,0.04707087
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.0005,50,32,-0.52280929,0.06621146
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.0005,100,16,-0.5041855,0.05592892
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.0005,100,32,-0.53848787,0.07280127
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.001,50,16,-0.48293874,0.05644037
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.001,50,32,-0.50392049,0.06287541
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.001,100,16,-0.50660103,0.05976146
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.001,100,32,-0.54504467,0.06240033
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.01,50,16,-0.51927711,0.05736163
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.01,50,32,-0.55658403,0.06236398
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.01,100,16,-0.48404653,0.05635294
dwi_sin,None,"(50, 20, 10)",Sigmoid,0.01,100,32,-0.5121416,0.06943212
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,16,-0.48092173,0.05360306
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,32,-0.50345711,0.0619579
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,16,-0.48992189,0.05349411
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,32,-0.53148829,0.06049233
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,16,-0.49643856,0.05625033
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,32,-0.52266416,0.06396081
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,16,-0.5029913,0.05159553
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,32,-0.53869082,0.07765223
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,16,-0.51911409,0.05147423
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,32,-0.55674526,0.05902463
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,16,-0.50574569,0.05540267
dwi_sin,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,32,-0.54058934,0.06791723
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,16,-0.46206551,0.05819558
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,32,-0.47847259,0.06777998
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,16,-0.46893603,0.05559195
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,32,-0.4980452,0.06888833
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,16,-0.48928995,0.05429443
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,32,-0.52787211,0.06852869
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,16,-0.46989309,0.05483069
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,32,-0.49994211,0.06907873
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,16,-0.4809125,0.05505269
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,32,-0.52274286,0.07270517
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,16,-0.51733585,0.05175035
dwi_sin,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,32,-0.53734767,0.05494138
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,16,-0.46122506,0.05789133
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,32,-0.4677893,0.05906195
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,16,-0.46664522,0.05554742
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,32,-0.48333846,0.06497144
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,16,-0.49059877,0.05378139
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,32,-0.51858022,0.06451217
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,16,-0.46394298,0.05484009
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,32,-0.48741909,0.05893825
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,16,-0.47533698,0.05818482
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,32,-0.5067031,0.06967469
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,16,-0.51638121,0.05100593
dwi_sin,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,32,-0.55374544,0.07229179
dwi_cos,None,"(10,)",ReLU,0.0005,50,16,-0.42148491,0.03398872
dwi_cos,None,"(10,)",ReLU,0.0005,50,32,-0.42007745,0.03438139
dwi_cos,None,"(10,)",ReLU,0.0005,100,16,-0.42089581,0.03366533
dwi_cos,None,"(10,)",ReLU,0.0005,100,32,-0.42119848,0.03482838
dwi_cos,None,"(10,)",ReLU,0.001,50,16,-0.42413131,0.04142712
dwi_cos,None,"(10,)",ReLU,0.001,50,32,-0.42727214,0.04397048
dwi_cos,None,"(10,)",ReLU,0.001,100,16,-0.42252651,0.03131854
dwi_cos,None,"(10,)",ReLU,0.001,100,32,-0.42070364,0.03388417
dwi_cos,None,"(10,)",ReLU,0.01,50,16,-0.42582557,0.03631743
dwi_cos,None,"(10,)",ReLU,0.01,50,32,-0.41850832,0.03676916
dwi_cos,None,"(10,)",ReLU,0.01,100,16,-0.43200678,0.05453269
dwi_cos,None,"(10,)",ReLU,0.01,100,32,-0.43919662,0.05788175
dwi_cos,None,"(10,)",Tanh,0.0005,50,16,-0.42336134,0.03745912
dwi_cos,None,"(10,)",Tanh,0.0005,50,32,-0.42338124,0.03524512
dwi_cos,None,"(10,)",Tanh,0.0005,100,16,-0.4261863,0.03636439
dwi_cos,None,"(10,)",Tanh,0.0005,100,32,-0.42911102,0.03975654
dwi_cos,None,"(10,)",Tanh,0.001,50,16,-0.4256128,0.03237895
dwi_cos,None,"(10,)",Tanh,0.001,50,32,-0.42816608,0.04169786
dwi_cos,None,"(10,)",Tanh,0.001,100,16,-0.42056154,0.03646384
dwi_cos,None,"(10,)",Tanh,0.001,100,32,-0.42100812,0.03482149
dwi_cos,None,"(10,)",Tanh,0.01,50,16,-0.42386911,0.03736374
dwi_cos,None,"(10,)",Tanh,0.01,50,32,-0.4199124,0.03615087
dwi_cos,None,"(10,)",Tanh,0.01,100,16,-0.42717684,0.04734822
dwi_cos,None,"(10,)",Tanh,0.01,100,32,-0.4286375,0.02666881
dwi_cos,None,"(10,)",Sigmoid,0.0005,50,16,-0.42013019,0.03542517
dwi_cos,None,"(10,)",Sigmoid,0.0005,50,32,-0.42706073,0.03426711
dwi_cos,None,"(10,)",Sigmoid,0.0005,100,16,-0.42197667,0.03457556
dwi_cos,None,"(10,)",Sigmoid,0.0005,100,32,-0.42550553,0.03457969
dwi_cos,None,"(10,)",Sigmoid,0.001,50,16,-0.43474775,0.0357858
dwi_cos,None,"(10,)",Sigmoid,0.001,50,32,-0.43742184,0.04196115
dwi_cos,None,"(10,)",Sigmoid,0.001,100,16,-0.42465855,0.03344888
dwi_cos,None,"(10,)",Sigmoid,0.001,100,32,-0.42724444,0.03755521
dwi_cos,None,"(10,)",Sigmoid,0.01,50,16,-0.42316028,0.03830604
dwi_cos,None,"(10,)",Sigmoid,0.01,50,32,-0.425661,0.0370725
dwi_cos,None,"(10,)",Sigmoid,0.01,100,16,-0.43541557,0.0387832
dwi_cos,None,"(10,)",Sigmoid,0.01,100,32,-0.44263972,0.03543627
dwi_cos,StandardScaler,"(10,)",ReLU,0.0005,50,16,-0.42282044,0.0372373
dwi_cos,StandardScaler,"(10,)",ReLU,0.0005,50,32,-0.42320544,0.03264329
dwi_cos,StandardScaler,"(10,)",ReLU,0.0005,100,16,-0.42686597,0.03707253
dwi_cos,StandardScaler,"(10,)",ReLU,0.0005,100,32,-0.42683832,0.03892841
dwi_cos,StandardScaler,"(10,)",ReLU,0.001,50,16,-0.43205311,0.03186022
dwi_cos,StandardScaler,"(10,)",ReLU,0.001,50,32,-0.44672891,0.03775467
dwi_cos,StandardScaler,"(10,)",ReLU,0.001,100,16,-0.42040615,0.034854
dwi_cos,StandardScaler,"(10,)",ReLU,0.001,100,32,-0.42650587,0.03716692
dwi_cos,StandardScaler,"(10,)",ReLU,0.01,50,16,-0.4264075,0.03575876
dwi_cos,StandardScaler,"(10,)",ReLU,0.01,50,32,-0.42815407,0.03279373
dwi_cos,StandardScaler,"(10,)",ReLU,0.01,100,16,-0.43326554,0.03826933
dwi_cos,StandardScaler,"(10,)",ReLU,0.01,100,32,-0.43964114,0.03315887
dwi_cos,StandardScaler,"(10,)",Tanh,0.0005,50,16,-0.41992865,0.03941426
dwi_cos,StandardScaler,"(10,)",Tanh,0.0005,50,32,-0.41948208,0.03346037
dwi_cos,StandardScaler,"(10,)",Tanh,0.0005,100,16,-0.42298425,0.03944419
dwi_cos,StandardScaler,"(10,)",Tanh,0.0005,100,32,-0.42195175,0.03295827
dwi_cos,StandardScaler,"(10,)",Tanh,0.001,50,16,-0.4349249,0.03397804
dwi_cos,StandardScaler,"(10,)",Tanh,0.001,50,32,-0.43288767,0.03324698
dwi_cos,StandardScaler,"(10,)",Tanh,0.001,100,16,-0.42042438,0.03660484
dwi_cos,StandardScaler,"(10,)",Tanh,0.001,100,32,-0.41845871,0.03602483
dwi_cos,StandardScaler,"(10,)",Tanh,0.01,50,16,-0.42205084,0.0368536
dwi_cos,StandardScaler,"(10,)",Tanh,0.01,50,32,-0.4225361,0.03375016
dwi_cos,StandardScaler,"(10,)",Tanh,0.01,100,16,-0.43454939,0.03485602
dwi_cos,StandardScaler,"(10,)",Tanh,0.01,100,32,-0.43781535,0.03818157
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.0005,50,16,-0.41793909,0.03607799
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.0005,50,32,-0.41717833,0.0390707
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.0005,100,16,-0.41989515,0.03471777
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.0005,100,32,-0.4186003,0.03856901
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.001,50,16,-0.42786326,0.03388568
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.001,50,32,-0.42418576,0.03227544
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.001,100,16,-0.41749671,0.03639275
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.001,100,32,-0.41789417,0.03545818
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.01,50,16,-0.41716889,0.03521609
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.01,50,32,-0.41991638,0.03503585
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.01,100,16,-0.43417003,0.03545983
dwi_cos,StandardScaler,"(10,)",Sigmoid,0.01,100,32,-0.43725429,0.03245842
dwi_cos,None,"(25,)",ReLU,0.0005,50,16,-0.43089324,0.04115684
dwi_cos,None,"(25,)",ReLU,0.0005,50,32,-0.43169406,0.04007077
dwi_cos,None,"(25,)",ReLU,0.0005,100,16,-0.42500498,0.03328655
dwi_cos,None,"(25,)",ReLU,0.0005,100,32,-0.43206643,0.04287863
dwi_cos,None,"(25,)",ReLU,0.001,50,16,-0.41795474,0.0306963
dwi_cos,None,"(25,)",ReLU,0.001,50,32,-0.42589911,0.04833927
dwi_cos,None,"(25,)",ReLU,0.001,100,16,-0.42719038,0.0454861
dwi_cos,None,"(25,)",ReLU,0.001,100,32,-0.43921732,0.04089577
dwi_cos,None,"(25,)",ReLU,0.01,50,16,-0.43055409,0.03565575
dwi_cos,None,"(25,)",ReLU,0.01,50,32,-0.43811967,0.03306179
dwi_cos,None,"(25,)",ReLU,0.01,100,16,-0.43005722,0.04608665
dwi_cos,None,"(25,)",ReLU,0.01,100,32,-0.43607053,0.04641736
dwi_cos,None,"(25,)",Tanh,0.0005,50,16,-0.42768016,0.04047398
dwi_cos,None,"(25,)",Tanh,0.0005,50,32,-0.430722,0.03997971
dwi_cos,None,"(25,)",Tanh,0.0005,100,16,-0.42976779,0.04229846
dwi_cos,None,"(25,)",Tanh,0.0005,100,32,-0.42185059,0.03725709
dwi_cos,None,"(25,)",Tanh,0.001,50,16,-0.42725137,0.03463039
dwi_cos,None,"(25,)",Tanh,0.001,50,32,-0.43447429,0.03090629
dwi_cos,None,"(25,)",Tanh,0.001,100,16,-0.42468369,0.03679973
dwi_cos,None,"(25,)",Tanh,0.001,100,32,-0.4375358,0.03818433
dwi_cos,None,"(25,)",Tanh,0.01,50,16,-0.42684067,0.0373681
dwi_cos,None,"(25,)",Tanh,0.01,50,32,-0.4338895,0.03588662
dwi_cos,None,"(25,)",Tanh,0.01,100,16,-0.42409295,0.04569871
dwi_cos,None,"(25,)",Tanh,0.01,100,32,-0.43450107,0.03469985
dwi_cos,None,"(25,)",Sigmoid,0.0005,50,16,-0.43153094,0.03169625
dwi_cos,None,"(25,)",Sigmoid,0.0005,50,32,-0.44323758,0.0347715
dwi_cos,None,"(25,)",Sigmoid,0.0005,100,16,-0.43242708,0.03536012
dwi_cos,None,"(25,)",Sigmoid,0.0005,100,32,-0.44506247,0.03399947
dwi_cos,None,"(25,)",Sigmoid,0.001,50,16,-0.44100859,0.04143782
dwi_cos,None,"(25,)",Sigmoid,0.001,50,32,-0.45869042,0.04914689
dwi_cos,None,"(25,)",Sigmoid,0.001,100,16,-0.42984007,0.03651957
dwi_cos,None,"(25,)",Sigmoid,0.001,100,32,-0.44801203,0.03821075
dwi_cos,None,"(25,)",Sigmoid,0.01,50,16,-0.43888834,0.03742784
dwi_cos,None,"(25,)",Sigmoid,0.01,50,32,-0.45939826,0.03480961
dwi_cos,None,"(25,)",Sigmoid,0.01,100,16,-0.44159081,0.03149403
dwi_cos,None,"(25,)",Sigmoid,0.01,100,32,-0.46346559,0.03419655
dwi_cos,StandardScaler,"(25,)",ReLU,0.0005,50,16,-0.43249587,0.03599247
dwi_cos,StandardScaler,"(25,)",ReLU,0.0005,50,32,-0.43518007,0.03483133
dwi_cos,StandardScaler,"(25,)",ReLU,0.0005,100,16,-0.4311607,0.03217154
dwi_cos,StandardScaler,"(25,)",ReLU,0.0005,100,32,-0.4396946,0.03540133
dwi_cos,StandardScaler,"(25,)",ReLU,0.001,50,16,-0.44871833,0.03782481
dwi_cos,StandardScaler,"(25,)",ReLU,0.001,50,32,-0.45227622,0.04015929
dwi_cos,StandardScaler,"(25,)",ReLU,0.001,100,16,-0.42876673,0.03668275
dwi_cos,StandardScaler,"(25,)",ReLU,0.001,100,32,-0.44069108,0.03920037
dwi_cos,StandardScaler,"(25,)",ReLU,0.01,50,16,-0.43154822,0.03336391
dwi_cos,StandardScaler,"(25,)",ReLU,0.01,50,32,-0.45471721,0.03460703
dwi_cos,StandardScaler,"(25,)",ReLU,0.01,100,16,-0.45162401,0.04141829
dwi_cos,StandardScaler,"(25,)",ReLU,0.01,100,32,-0.46556697,0.02841868
dwi_cos,StandardScaler,"(25,)",Tanh,0.0005,50,16,-0.41945326,0.0359717
dwi_cos,StandardScaler,"(25,)",Tanh,0.0005,50,32,-0.41771775,0.03635085
dwi_cos,StandardScaler,"(25,)",Tanh,0.0005,100,16,-0.43057426,0.0368818
dwi_cos,StandardScaler,"(25,)",Tanh,0.0005,100,32,-0.43229626,0.03947937
dwi_cos,StandardScaler,"(25,)",Tanh,0.001,50,16,-0.44503775,0.04355478
dwi_cos,StandardScaler,"(25,)",Tanh,0.001,50,32,-0.4485095,0.05264064
dwi_cos,StandardScaler,"(25,)",Tanh,0.001,100,16,-0.42674319,0.03708655
dwi_cos,StandardScaler,"(25,)",Tanh,0.001,100,32,-0.43262501,0.04272367
dwi_cos,StandardScaler,"(25,)",Tanh,0.01,50,16,-0.43395346,0.0379244
dwi_cos,StandardScaler,"(25,)",Tanh,0.01,50,32,-0.44780502,0.03727959
dwi_cos,StandardScaler,"(25,)",Tanh,0.01,100,16,-0.43361508,0.03500551
dwi_cos,StandardScaler,"(25,)",Tanh,0.01,100,32,-0.45446064,0.03461748
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.0005,50,16,-0.42284867,0.03679697
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.0005,50,32,-0.41492571,0.03589725
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.0005,100,16,-0.42384142,0.03602974
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.0005,100,32,-0.42623891,0.03677855
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.001,50,16,-0.43147583,0.03780707
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.001,50,32,-0.44553905,0.03463123
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.001,100,16,-0.42352929,0.03235146
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.001,100,32,-0.43255228,0.03646379
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.01,50,16,-0.43269525,0.03666134
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.01,50,32,-0.44177001,0.03210929
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.01,100,16,-0.44345866,0.0383968
dwi_cos,StandardScaler,"(25,)",Sigmoid,0.01,100,32,-0.45529589,0.03342612
dwi_cos,None,"(30, 10)",ReLU,0.0005,50,16,-0.43076388,0.04036528
dwi_cos,None,"(30, 10)",ReLU,0.0005,50,32,-0.442437,0.03262912
dwi_cos,None,"(30, 10)",ReLU,0.0005,100,16,-0.43343832,0.04489672
dwi_cos,None,"(30, 10)",ReLU,0.0005,100,32,-0.45190175,0.02728521
dwi_cos,None,"(30, 10)",ReLU,0.001,50,16,-0.424384,0.03879625
dwi_cos,None,"(30, 10)",ReLU,0.001,50,32,-0.44468577,0.03521165
dwi_cos,None,"(30, 10)",ReLU,0.001,100,16,-0.43500841,0.03540402
dwi_cos,None,"(30, 10)",ReLU,0.001,100,32,-0.45359422,0.03393797
dwi_cos,None,"(30, 10)",ReLU,0.01,50,16,-0.44068049,0.04449275
dwi_cos,None,"(30, 10)",ReLU,0.01,50,32,-0.44955,0.03357483
dwi_cos,None,"(30, 10)",ReLU,0.01,100,16,-0.43498422,0.03530894
dwi_cos,None,"(30, 10)",ReLU,0.01,100,32,-0.4547248,0.04489308
dwi_cos,None,"(30, 10)",Tanh,0.0005,50,16,-0.42900029,0.04598081
dwi_cos,None,"(30, 10)",Tanh,0.0005,50,32,-0.4335321,0.02825103
dwi_cos,None,"(30, 10)",Tanh,0.0005,100,16,-0.42389523,0.03411002
dwi_cos,None,"(30, 10)",Tanh,0.0005,100,32,-0.43618155,0.02342476
dwi_cos,None,"(30, 10)",Tanh,0.001,50,16,-0.43023797,0.0430199
dwi_cos,None,"(30, 10)",Tanh,0.001,50,32,-0.44391501,0.04392897
dwi_cos,None,"(30, 10)",Tanh,0.001,100,16,-0.42894327,0.03899331
dwi_cos,None,"(30, 10)",Tanh,0.001,100,32,-0.44092247,0.03542853
dwi_cos,None,"(30, 10)",Tanh,0.01,50,16,-0.43068904,0.03643931
dwi_cos,None,"(30, 10)",Tanh,0.01,50,32,-0.458696,0.03734506
dwi_cos,None,"(30, 10)",Tanh,0.01,100,16,-0.43483768,0.04256624
dwi_cos,None,"(30, 10)",Tanh,0.01,100,32,-0.45954629,0.04298197
dwi_cos,None,"(30, 10)",Sigmoid,0.0005,50,16,-0.43077004,0.03701349
dwi_cos,None,"(30, 10)",Sigmoid,0.0005,50,32,-0.44376808,0.03221581
dwi_cos,None,"(30, 10)",Sigmoid,0.0005,100,16,-0.43407189,0.03933573
dwi_cos,None,"(30, 10)",Sigmoid,0.0005,100,32,-0.45628893,0.04067861
dwi_cos,None,"(30, 10)",Sigmoid,0.001,50,16,-0.44482218,0.03854967
dwi_cos,None,"(30, 10)",Sigmoid,0.001,50,32,-0.45313214,0.03820263
dwi_cos,None,"(30, 10)",Sigmoid,0.001,100,16,-0.44022181,0.03877621
dwi_cos,None,"(30, 10)",Sigmoid,0.001,100,32,-0.46119089,0.02949364
dwi_cos,None,"(30, 10)",Sigmoid,0.01,50,16,-0.44302495,0.03530199
dwi_cos,None,"(30, 10)",Sigmoid,0.01,50,32,-0.47792316,0.04095066
dwi_cos,None,"(30, 10)",Sigmoid,0.01,100,16,-0.44398186,0.0337528
dwi_cos,None,"(30, 10)",Sigmoid,0.01,100,32,-0.45781023,0.03241952
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.0005,50,16,-0.42996114,0.03557775
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.0005,50,32,-0.4344667,0.04029961
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.0005,100,16,-0.43981133,0.0443706
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.0005,100,32,-0.45650422,0.0327012
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.001,50,16,-0.44492526,0.04625289
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.001,50,32,-0.45796531,0.03700644
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.001,100,16,-0.43446605,0.03701794
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.001,100,32,-0.45830051,0.03134241
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.01,50,16,-0.4518677,0.03871835
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.01,50,32,-0.45858919,0.03276168
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.01,100,16,-0.46697104,0.0391201
dwi_cos,StandardScaler,"(30, 10)",ReLU,0.01,100,32,-0.46415993,0.02967093
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.0005,50,16,-0.4176349,0.03645876
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.0005,50,32,-0.42218579,0.03763352
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.0005,100,16,-0.4218889,0.03517694
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.0005,100,32,-0.42866092,0.04207189
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.001,50,16,-0.44322021,0.0438499
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.001,50,32,-0.4585521,0.03569305
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.001,100,16,-0.42668143,0.03898475
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.001,100,32,-0.43763347,0.03277949
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.01,50,16,-0.42689518,0.03615113
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.01,50,32,-0.44554074,0.03919725
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.01,100,16,-0.44715986,0.0361668
dwi_cos,StandardScaler,"(30, 10)",Tanh,0.01,100,32,-0.46899488,0.03645758
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,16,-0.41548932,0.03541058
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,32,-0.41351437,0.03904742
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,16,-0.42068143,0.03899312
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,32,-0.42122745,0.03788169
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.001,50,16,-0.43059363,0.03508419
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.001,50,32,-0.44661523,0.03682037
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.001,100,16,-0.42337862,0.03668433
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.001,100,32,-0.42782445,0.03205913
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.01,50,16,-0.42756772,0.03368415
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.01,50,32,-0.44268213,0.0392628
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.01,100,16,-0.45574929,0.0460493
dwi_cos,StandardScaler,"(30, 10)",Sigmoid,0.01,100,32,-0.46040622,0.04225258
dwi_cos,None,"(50, 20)",ReLU,0.0005,50,16,-0.43327391,0.04696032
dwi_cos,None,"(50, 20)",ReLU,0.0005,50,32,-0.4508485,0.03118992
dwi_cos,None,"(50, 20)",ReLU,0.0005,100,16,-0.43504384,0.038516
dwi_cos,None,"(50, 20)",ReLU,0.0005,100,32,-0.45563224,0.03298613
dwi_cos,None,"(50, 20)",ReLU,0.001,50,16,-0.43444692,0.04770874
dwi_cos,None,"(50, 20)",ReLU,0.001,50,32,-0.43850501,0.03647993
dwi_cos,None,"(50, 20)",ReLU,0.001,100,16,-0.4414899,0.04636992
dwi_cos,None,"(50, 20)",ReLU,0.001,100,32,-0.47541514,0.04444472
dwi_cos,None,"(50, 20)",ReLU,0.01,50,16,-0.44265056,0.04088394
dwi_cos,None,"(50, 20)",ReLU,0.01,50,32,-0.48390033,0.03022742
dwi_cos,None,"(50, 20)",ReLU,0.01,100,16,-0.43994624,0.04258255
dwi_cos,None,"(50, 20)",ReLU,0.01,100,32,-0.4521476,0.04609563
dwi_cos,None,"(50, 20)",Tanh,0.0005,50,16,-0.43025519,0.03724964
dwi_cos,None,"(50, 20)",Tanh,0.0005,50,32,-0.44592599,0.0385042
dwi_cos,None,"(50, 20)",Tanh,0.0005,100,16,-0.43314514,0.04314721
dwi_cos,None,"(50, 20)",Tanh,0.0005,100,32,-0.45586652,0.03879013
dwi_cos,None,"(50, 20)",Tanh,0.001,50,16,-0.43651349,0.04529366
dwi_cos,None,"(50, 20)",Tanh,0.001,50,32,-0.44603332,0.03978571
dwi_cos,None,"(50, 20)",Tanh,0.001,100,16,-0.43914807,0.03367434
dwi_cos,None,"(50, 20)",Tanh,0.001,100,32,-0.45285333,0.02314269
dwi_cos,None,"(50, 20)",Tanh,0.01,50,16,-0.44145819,0.04181702
dwi_cos,None,"(50, 20)",Tanh,0.01,50,32,-0.4781703,0.03266729
dwi_cos,None,"(50, 20)",Tanh,0.01,100,16,-0.43437406,0.03428774
dwi_cos,None,"(50, 20)",Tanh,0.01,100,32,-0.46372904,0.04341593
dwi_cos,None,"(50, 20)",Sigmoid,0.0005,50,16,-0.4384558,0.04158771
dwi_cos,None,"(50, 20)",Sigmoid,0.0005,50,32,-0.46697271,0.03841559
dwi_cos,None,"(50, 20)",Sigmoid,0.0005,100,16,-0.4534337,0.0412008
dwi_cos,None,"(50, 20)",Sigmoid,0.0005,100,32,-0.4688429,0.04235102
