emission_time,valid_time,latitude,longitude,Diff_U,Diff_V,Diff_shww,Diff_mdts,Diff_shts
2020-01-01 12:00:00,2020-01-02 12:00:00,43.835,-2.015,-0.52734923,-0.5572655,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.835,-1.8900000000000001,-0.38937014,-0.7299793,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.835,-1.765,-0.16485268,-0.632375,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.71,-2.39,-0.7264657,-0.49777532,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.71,-2.265,-0.32341504,-0.1782701,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.71,-2.14,-0.02028513,0.085567236,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.71,-2.015,-0.23155904,-0.2552402,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.71,-1.8900000000000001,-0.13977331,-0.33888745,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.71,-1.765,-0.147596,-0.4457574,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.585,-2.39,-0.6316817,-0.50608695,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.585,-2.265,-0.6851609,-0.3648883,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.585,-2.14,-0.70168805,-0.08910906,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.585,-2.015,-1.4133143,-0.28844547,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.585,-1.8900000000000001,-1.1975276,-0.42155433,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.585,-1.765,-0.9239611,-0.6506698,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.46,-2.39,-0.08362818,-0.19463992,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.46,-2.265,-0.2581172,-0.20061743,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.46,-2.14,0.1107676,-0.5669175,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.46,-2.015,-0.9785268,-0.44368216,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.46,-1.8900000000000001,-0.9417362,-0.5460247,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 12:00:00,43.46,-1.765,-0.3950855,0.29432046,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.835,-2.39,-0.39492273,-0.23722386,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.835,-2.265,-0.42060435,-0.53481674,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.835,-2.14,-0.46984234,-0.40620375,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.835,-2.015,-0.21254067,-0.9078183,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.835,-1.8900000000000001,-0.114749014,-0.8222451,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.835,-1.765,0.09991294,-0.6139035,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.71,-2.39,-0.471251,-0.27017307,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.71,-2.265,-0.2492032,-0.24696898,0.0,0.0,0.0
2020-01-02 12:00:00,2020-01-02 12:00:00,43.71,-2.14,-0.16387326,0.24407816,0.0,0.0,0.0
